uid,task,valid,source_file
teun,Picture Description,Yes,our_preprocessed_train.csv
tfiv,Picture Description,Yes,our_preprocessed_validation.csv
tfkc,Picture Description,Yes,our_preprocessed_train.csv
tfkp,Picture Description,Yes,our_preprocessed_train.csv
tfll,Picture Description,Yes,our_preprocessed_validation.csv
tfmb,Sentence Reading,Yes,our_preprocessed_train.csv
tfpo,Picture Description,Yes,our_preprocessed_train.csv
tfre,Sentence Reading,Yes,our_preprocessed_test.csv
tfwx,Picture Description,Yes,our_preprocessed_test.csv
tfyd,Picture Description,Yes,our_preprocessed_train.csv
tgfi,Sentence Reading,Yes,our_preprocessed_train.csv
tgvq,Sentence Reading,Yes,our_preprocessed_test.csv
thdn,Story Recall,Yes,our_preprocessed_train.csv
this,Picture Description,Yes,our_preprocessed_train.csv
thlx,Picture Description,Yes,our_preprocessed_validation.csv
thva,Sentence Reading,Yes,our_preprocessed_test.csv
tiim,Picture Description,Yes,our_preprocessed_test.csv
tipu,Picture Description,Yes,our_preprocessed_validation.csv
tjnn,Picture Description,Yes,our_preprocessed_validation.csv
tjqv,Picture Description,Yes,our_preprocessed_train.csv
tjyq,Picture Description,Yes,our_preprocessed_train.csv
tkau,Picture Description,Yes,our_preprocessed_test.csv
tlfi,Picture Description,Yes,our_preprocessed_train.csv
tlly,Picture Description,Yes,our_preprocessed_train.csv
tlmx,Picture Description,Yes,our_preprocessed_train.csv
tlsg,Story Recall,Yes,our_preprocessed_train.csv
tlua,Picture Description,Yes,our_preprocessed_train.csv
tmau,Picture Description,Yes,our_preprocessed_validation.csv
tnjm,Picture Description,Yes,our_preprocessed_train.csv
tnoc,Picture Description,Yes,our_preprocessed_test.csv
tnxm,Picture Description,Yes,our_preprocessed_train.csv
toft,Voice Assistant,Yes,our_preprocessed_train.csv
tomj,Voice Assistant,Yes,our_preprocessed_train.csv
tpbl,Sentence Reading,Yes,our_preprocessed_train.csv
tpiv,Picture Description,Yes,our_preprocessed_train.csv
tpyi,Sentence Reading,Yes,our_preprocessed_train.csv
tqec,Sentence Reading,Yes,our_preprocessed_validation.csv
tqgf,Sentence Reading,Yes,our_preprocessed_train.csv
tqiz,Picture Description,Yes,our_preprocessed_test.csv
tqvc,Picture Description,Yes,our_preprocessed_test.csv
trln,Sentence Reading,Yes,our_preprocessed_validation.csv
tsfq,Picture Description,Yes,our_preprocessed_validation.csv
tsgg,Sentence Reading,Yes,our_preprocessed_train.csv
tsjp,Picture Description,Yes,our_preprocessed_validation.csv
tste,Picture Description,Yes,our_preprocessed_test.csv
ttcr,Sentence Reading,Yes,our_preprocessed_train.csv
ttfu,Picture Description,Yes,our_preprocessed_train.csv
ttjk,Voice Assistant,Yes,our_preprocessed_train.csv
tudo,Voice Assistant,Yes,our_preprocessed_train.csv
tuev,Picture Description,Yes,our_preprocessed_validation.csv
tuth,Sentence Reading,Yes,our_preprocessed_test.csv
tuwq,Picture Description,Yes,our_preprocessed_train.csv
tvlt,Picture Description,Yes,our_preprocessed_test.csv
tvms,Sentence Reading,Yes,our_preprocessed_validation.csv
tvri,Picture Description,Yes,our_preprocessed_train.csv
twdg,Picture Description,Yes,our_preprocessed_train.csv
twtd,Picture Description,Yes,our_preprocessed_train.csv
txsd,Picture Description,Yes,our_preprocessed_validation.csv
txuh,Picture Description,Yes,our_preprocessed_train.csv
txvs,Picture Description,Yes,our_preprocessed_train.csv
txvx,Sentence Reading,Yes,our_preprocessed_train.csv
txzw,Picture Description,Yes,our_preprocessed_test.csv
tyjj,Picture Description,Yes,our_preprocessed_train.csv
tytd,Picture Description,Yes,our_preprocessed_test.csv
tzzn,Picture Description,Yes,our_preprocessed_validation.csv
uahb,Picture Description,Yes,our_preprocessed_test.csv
ualr,Picture Description,Yes,our_preprocessed_train.csv
uauj,Picture Description,Yes,our_preprocessed_train.csv
uavg,Picture Description,Yes,our_preprocessed_train.csv
ubbh,Personal Narrative,Yes,our_preprocessed_train.csv
ubhk,Picture Description,Yes,our_preprocessed_train.csv
ubhs,Picture Description,No,our_preprocessed_test.csv
ubmq,Picture Description,Yes,our_preprocessed_test.csv
ubqe,Picture Description,Yes,our_preprocessed_train.csv
ubwj,Picture Description,Yes,our_preprocessed_train.csv
ucer,Picture Description,Yes,our_preprocessed_train.csv
uclo,Sentence Reading,Yes,our_preprocessed_train.csv
ucsd,Picture Description,Yes,our_preprocessed_train.csv
udac,Picture Description,Yes,our_preprocessed_test.csv
udfm,Picture Description,Yes,our_preprocessed_train.csv
udhv,Picture Description,Yes,our_preprocessed_train.csv
udld,Voice Assistant,Yes,our_preprocessed_test.csv
udvs,Picture Description,Yes,our_preprocessed_test.csv
udzh,Picture Description,Yes,our_preprocessed_train.csv
ufed,Picture Description,Yes,our_preprocessed_train.csv
ufpr,Picture Description,Yes,our_preprocessed_train.csv
ufxt,Picture Description,Yes,our_preprocessed_train.csv
ufyz,Picture Description,Yes,our_preprocessed_train.csv
ugal,Picture Description,Yes,our_preprocessed_test.csv
ugch,Picture Description,Yes,our_preprocessed_train.csv
ughv,Picture Description,Yes,our_preprocessed_train.csv
uhlb,Picture Description,Yes,our_preprocessed_train.csv
uhtn,Story Recall,Yes,our_preprocessed_validation.csv
uhwm,Picture Description,Yes,our_preprocessed_train.csv
uias,Picture Description,Yes,our_preprocessed_train.csv
uign,Picture Description,Yes,our_preprocessed_train.csv
uihj,Picture Description,Yes,our_preprocessed_train.csv
uipr,Voice Assistant,Yes,our_preprocessed_train.csv
uiuj,Picture Description,Yes,our_preprocessed_train.csv
ujdk,Picture Description,Yes,our_preprocessed_train.csv
ukar,Picture Description,Yes,our_preprocessed_train.csv
ukas,Picture Description,Yes,our_preprocessed_train.csv
ukin,Picture Description,Yes,our_preprocessed_train.csv
ukll,Picture Description,Yes,our_preprocessed_test.csv
ukpq,Sentence Reading,Yes,our_preprocessed_train.csv
uksp,Picture Description,Yes,our_preprocessed_train.csv
ulsb,Picture Description,Yes,our_preprocessed_train.csv
ulux,Picture Description,Yes,our_preprocessed_validation.csv
umdl,Picture Description,Yes,our_preprocessed_validation.csv
umpu,Picture Description,Yes,our_preprocessed_validation.csv
umqi,Picture Description,Yes,our_preprocessed_test.csv
umyr,Picture Description,Yes,our_preprocessed_validation.csv
unbe,Picture Description,Yes,our_preprocessed_train.csv
unic,Picture Description,Yes,our_preprocessed_train.csv
upfg,Picture Description,Yes,our_preprocessed_train.csv
upnl,Sentence Reading,Yes,our_preprocessed_train.csv
upua,Picture Description,Yes,our_preprocessed_train.csv
urcg,Picture Description,No,our_preprocessed_test.csv
urdn,Sentence Reading,Yes,our_preprocessed_validation.csv
uscj,Picture Description,Yes,our_preprocessed_train.csv
ushd,Picture Description,Yes,our_preprocessed_train.csv
uskt,Picture Description,Yes,our_preprocessed_train.csv
ustr,Picture Description,Yes,our_preprocessed_test.csv
utai,Picture Description,Yes,our_preprocessed_train.csv
utfz,Picture Description,Yes,our_preprocessed_train.csv
uthd,Sentence Reading,Yes,our_preprocessed_train.csv
utix,Sentence Reading,Yes,our_preprocessed_train.csv
utsq,Picture Description,Yes,our_preprocessed_train.csv
uudn,Story Recall,Yes,our_preprocessed_train.csv
uudo,Picture Description,Yes,our_preprocessed_train.csv
uuih,Sentence Reading,Yes,our_preprocessed_train.csv
uupx,Picture Description,Yes,our_preprocessed_train.csv
uveb,Picture Description,Yes,our_preprocessed_validation.csv
uvnq,Story Recall,Yes,our_preprocessed_test.csv
uvqo,Picture Description,Yes,our_preprocessed_test.csv
uwft,Picture Description,Yes,our_preprocessed_test.csv
uwlk,Picture Description,Yes,our_preprocessed_train.csv
uwrh,Voice Assistant,Yes,our_preprocessed_train.csv
uwsi,Sentence Reading,Yes,our_preprocessed_train.csv
uwvu,Picture Description,Yes,our_preprocessed_test.csv
uwwc,Picture Description,Yes,our_preprocessed_validation.csv
uwys,Picture Description,Yes,our_preprocessed_train.csv
uxev,Picture Description,Yes,our_preprocessed_test.csv
uxnh,Picture Description,Yes,our_preprocessed_train.csv
uxwg,Sentence Reading,Yes,our_preprocessed_validation.csv
uyao,Picture Description,Yes,our_preprocessed_train.csv
uyay,Picture Description,Yes,our_preprocessed_train.csv
uymx,Sentence Reading,Yes,our_preprocessed_validation.csv
uynp,Picture Description,Yes,our_preprocessed_test.csv
uzbh,Picture Description,Yes,our_preprocessed_train.csv
uzkk,Picture Description,Yes,our_preprocessed_train.csv
uzmk,Picture Description,Yes,our_preprocessed_test.csv
uzny,Sentence Reading,Yes,our_preprocessed_test.csv
uzyc,Picture Description,Yes,our_preprocessed_train.csv
vaam,Sentence Reading,Yes,our_preprocessed_train.csv
vacv,Picture Description,Yes,our_preprocessed_test.csv
vanx,Picture Description,Yes,our_preprocessed_train.csv
vaob,Picture Description,Yes,our_preprocessed_train.csv
vazt,Other,Yes,our_preprocessed_train.csv
vbdd,Picture Description,Yes,our_preprocessed_test.csv
vbgt,Picture Description,Yes,our_preprocessed_train.csv
vbkc,Picture Description,Yes,our_preprocessed_train.csv
vbwe,Picture Description,Yes,our_preprocessed_test.csv
vbxv,Picture Description,Yes,our_preprocessed_train.csv
vccd,Picture Description,Yes,our_preprocessed_train.csv
vcga,Picture Description,Yes,our_preprocessed_train.csv
vclo,Picture Description,Yes,our_preprocessed_train.csv
vcsg,Sentence Reading,Yes,our_preprocessed_train.csv
vdvu,Picture Description,Yes,our_preprocessed_train.csv
veex,Other,No,our_preprocessed_train.csv
vehz,Other,Yes,our_preprocessed_train.csv
vesg,Picture Description,Yes,our_preprocessed_validation.csv
veur,Picture Description,Yes,our_preprocessed_test.csv
vfdk,Picture Description,Yes,our_preprocessed_validation.csv
vfjz,Picture Description,Yes,our_preprocessed_train.csv
vfqb,Personal Narrative,Yes,our_preprocessed_train.csv
vfqt,Picture Description,Yes,our_preprocessed_train.csv
vfri,Picture Description,Yes,our_preprocessed_test.csv
vfuf,Picture Description,Yes,our_preprocessed_validation.csv
vfyy,Picture Description,Yes,our_preprocessed_train.csv
vgkt,Picture Description,Yes,our_preprocessed_test.csv
vgtm,Picture Description,Yes,our_preprocessed_test.csv
vhfa,Picture Description,Yes,our_preprocessed_train.csv
vhfc,Picture Description,Yes,our_preprocessed_train.csv
vhme,Picture Description,Yes,our_preprocessed_train.csv
vhtm,Sentence Reading,Yes,our_preprocessed_train.csv
vhtp,Sentence Reading,Yes,our_preprocessed_validation.csv
vhyj,Picture Description,Yes,our_preprocessed_train.csv
vhyp,Sentence Reading,Yes,our_preprocessed_train.csv
vicn,Picture Description,Yes,our_preprocessed_train.csv
viix,Sentence Reading,Yes,our_preprocessed_train.csv
viov,Semantic Verbal Fluency,Yes,our_preprocessed_test.csv
vitx,Picture Description,Yes,our_preprocessed_test.csv
viyp,Picture Description,Yes,our_preprocessed_train.csv
vjbx,Picture Description,Yes,our_preprocessed_train.csv
vjci,Picture Description,Yes,our_preprocessed_train.csv
vjdd,Picture Description,Yes,our_preprocessed_train.csv
vjdk,Picture Description,Yes,our_preprocessed_train.csv
vjuo,Picture Description,Yes,our_preprocessed_train.csv
vkik,Picture Description,Yes,our_preprocessed_validation.csv
vkjj,Sentence Reading,Yes,our_preprocessed_test.csv
vkmd,Picture Description,Yes,our_preprocessed_test.csv
vkws,Sentence Reading,Yes,our_preprocessed_validation.csv
vlwd,Picture Description,Yes,our_preprocessed_train.csv
vmec,Picture Description,Yes,our_preprocessed_train.csv
vmkt,Picture Description,Yes,our_preprocessed_train.csv
vmsm,Other,No,our_preprocessed_validation.csv
vmtb,Sentence Reading,Yes,our_preprocessed_train.csv
vmzi,Picture Description,Yes,our_preprocessed_train.csv
vnlz,Picture Description,Yes,our_preprocessed_train.csv
vnol,Picture Description,Yes,our_preprocessed_train.csv
vnth,Sentence Reading,Yes,our_preprocessed_train.csv
vnup,Picture Description,Yes,our_preprocessed_test.csv
vnxg,Picture Description,Yes,our_preprocessed_train.csv
vnzs,Picture Description,Yes,our_preprocessed_train.csv
vons,Picture Description,Yes,our_preprocessed_validation.csv
voxv,Picture Description,Yes,our_preprocessed_train.csv
vpbc,Voice Assistant,Yes,our_preprocessed_train.csv
vpfs,Picture Description,Yes,our_preprocessed_test.csv
vplu,Picture Description,Yes,our_preprocessed_train.csv
vppw,Picture Description,Yes,our_preprocessed_train.csv
vpxq,Voice Assistant,Yes,our_preprocessed_train.csv
vqrb,Picture Description,Yes,our_preprocessed_train.csv
vquk,Picture Description,Yes,our_preprocessed_train.csv
vrjr,Picture Description,Yes,our_preprocessed_test.csv
vrsk,Voice Assistant,Yes,our_preprocessed_train.csv
vsfq,Picture Description,Yes,our_preprocessed_train.csv
vsfs,Picture Description,Yes,our_preprocessed_train.csv
vsid,Picture Description,Yes,our_preprocessed_train.csv
vskk,Sentence Reading,Yes,our_preprocessed_train.csv
vsoe,Picture Description,Yes,our_preprocessed_test.csv
vtky,Picture Description,Yes,our_preprocessed_test.csv
vtqk,Picture Description,Yes,our_preprocessed_train.csv
vtqu,Picture Description,No,our_preprocessed_train.csv
vtra,Picture Description,Yes,our_preprocessed_test.csv
vtuo,Picture Description,Yes,our_preprocessed_train.csv
vuga,Picture Description,Yes,our_preprocessed_train.csv
vuls,Sentence Reading,Yes,our_preprocessed_train.csv
vvaa,Sentence Reading,Yes,our_preprocessed_train.csv
vvmi,Picture Description,Yes,our_preprocessed_validation.csv
vvnm,Story Recall,Yes,our_preprocessed_train.csv
vvpc,Sentence Reading,Yes,our_preprocessed_train.csv
vwbv,Picture Description,Yes,our_preprocessed_train.csv
vwdp,Semantic Verbal Fluency,Yes,our_preprocessed_test.csv
vwhr,Voice Assistant,Yes,our_preprocessed_train.csv
vwhu,Picture Description,Yes,our_preprocessed_train.csv
vxab,Picture Description,Yes,our_preprocessed_train.csv
vxbs,Sentence Reading,Yes,our_preprocessed_test.csv
vxio,Story Recall,Yes,our_preprocessed_test.csv
vxnl,Picture Description,Yes,our_preprocessed_validation.csv
vxnr,Picture Description,Yes,our_preprocessed_validation.csv
vxpx,Picture Description,Yes,our_preprocessed_train.csv
vxql,Picture Description,Yes,our_preprocessed_train.csv
vyoe,Voice Assistant,Yes,our_preprocessed_train.csv
vyoy,Voice Assistant,Yes,our_preprocessed_train.csv
vzaf,Picture Description,Yes,our_preprocessed_test.csv
vzig,Picture Description,Yes,our_preprocessed_validation.csv
waco,Picture Description,No,our_preprocessed_train.csv
wain,Picture Description,Yes,our_preprocessed_test.csv
walg,Other,Yes,our_preprocessed_test.csv
waqq,Picture Description,Yes,our_preprocessed_test.csv
wbtx,Picture Description,Yes,our_preprocessed_train.csv
wbxm,Sentence Reading,Yes,our_preprocessed_train.csv
wbzl,Other,No,our_preprocessed_train.csv
wcad,Picture Description,Yes,our_preprocessed_train.csv
wctw,Picture Description,Yes,our_preprocessed_train.csv
wdqp,Picture Description,Yes,our_preprocessed_train.csv
wduh,Sentence Reading,Yes,our_preprocessed_train.csv
wdzu,Picture Description,Yes,our_preprocessed_train.csv
webr,Picture Description,Yes,our_preprocessed_train.csv
wffd,Sentence Reading,Yes,our_preprocessed_train.csv
wfgv,Picture Description,Yes,our_preprocessed_train.csv
wfnl,Picture Description,Yes,our_preprocessed_train.csv
wfpc,Other,Yes,our_preprocessed_train.csv
wgcx,Picture Description,Yes,our_preprocessed_train.csv
wgcz,Picture Description,Yes,our_preprocessed_test.csv
wgdr,Picture Description,Yes,our_preprocessed_test.csv
wgzk,Sentence Reading,Yes,our_preprocessed_test.csv
wibx,Sentence Reading,Yes,our_preprocessed_test.csv
wiid,Picture Description,Yes,our_preprocessed_train.csv
wius,Story Recall,Yes,our_preprocessed_train.csv
wivu,Picture Description,Yes,our_preprocessed_validation.csv
wkaf,Picture Description,Yes,our_preprocessed_train.csv
wkqd,Picture Description,Yes,our_preprocessed_train.csv
wmby,Picture Description,Yes,our_preprocessed_train.csv
wmek,Picture Description,Yes,our_preprocessed_test.csv
wmqi,Picture Description,Yes,our_preprocessed_train.csv
wmrn,Picture Description,Yes,our_preprocessed_train.csv
wmsn,Sentence Reading,Yes,our_preprocessed_train.csv
woim,Picture Description,Yes,our_preprocessed_train.csv
wolg,Sentence Reading,Yes,our_preprocessed_train.csv
woml,Picture Description,Yes,our_preprocessed_train.csv
woys,Picture Description,Yes,our_preprocessed_train.csv
wpeb,Picture Description,Yes,our_preprocessed_validation.csv
wpkh,Sentence Reading,Yes,our_preprocessed_train.csv
wpma,Picture Description,Yes,our_preprocessed_train.csv
wpmt,Picture Description,Yes,our_preprocessed_train.csv
wpti,Picture Description,Yes,our_preprocessed_test.csv
wptj,Picture Description,Yes,our_preprocessed_train.csv
wqfo,Sentence Reading,Yes,our_preprocessed_train.csv
wraw,Picture Description,Yes,our_preprocessed_train.csv
wrce,Sentence Reading,Yes,our_preprocessed_test.csv
wrih,Voice Assistant,Yes,our_preprocessed_train.csv
wrqx,Picture Description,Yes,our_preprocessed_train.csv
wrtf,Other,Yes,our_preprocessed_train.csv
wrvf,Sentence Reading,Yes,our_preprocessed_validation.csv
wsai,Picture Description,Yes,our_preprocessed_train.csv
wswe,Picture Description,Yes,our_preprocessed_train.csv
wsxm,Picture Description,Yes,our_preprocessed_train.csv
wtup,Sentence Reading,Yes,our_preprocessed_train.csv
wtwd,Picture Description,Yes,our_preprocessed_train.csv
wuoy,Sentence Reading,Yes,our_preprocessed_train.csv
wuqi,Sentence Reading,Yes,our_preprocessed_test.csv
wuqy,Sentence Reading,Yes,our_preprocessed_train.csv
wuxr,Picture Description,Yes,our_preprocessed_validation.csv
wvtx,Picture Description,Yes,our_preprocessed_train.csv
wvxl,Picture Description,Yes,our_preprocessed_validation.csv
wvzs,Picture Description,Yes,our_preprocessed_train.csv
wwct,Picture Description,Yes,our_preprocessed_train.csv
wwle,Sentence Reading,Yes,our_preprocessed_train.csv
wxgs,Picture Description,Yes,our_preprocessed_train.csv
wxmg,Sentence Reading,Yes,our_preprocessed_test.csv
wyat,Sentence Reading,Yes,our_preprocessed_train.csv
wynd,Sentence Reading,Yes,our_preprocessed_test.csv
wyub,Picture Description,Yes,our_preprocessed_train.csv
wziy,Picture Description,Yes,our_preprocessed_validation.csv
wzqz,Sentence Reading,Yes,our_preprocessed_validation.csv
wzri,Sentence Reading,Yes,our_preprocessed_train.csv
wzuc,Picture Description,Yes,our_preprocessed_validation.csv
wzuy,Picture Description,Yes,our_preprocessed_train.csv
wzww,Voice Assistant,Yes,our_preprocessed_validation.csv
xafw,Picture Description,Yes,our_preprocessed_train.csv
xanx,Picture Description,Yes,our_preprocessed_train.csv
xapl,Picture Description,Yes,our_preprocessed_train.csv
xarx,Voice Assistant,Yes,our_preprocessed_train.csv
xatp,Sentence Reading,Yes,our_preprocessed_test.csv
xbca,Sentence Reading,Yes,our_preprocessed_train.csv
xbcd,Picture Description,Yes,our_preprocessed_train.csv
xbkl,Sentence Reading,Yes,our_preprocessed_validation.csv
xbop,Picture Description,Yes,our_preprocessed_train.csv
xbyn,Picture Description,Yes,our_preprocessed_train.csv
xcjl,Picture Description,Yes,our_preprocessed_test.csv
xcle,Other,Yes,our_preprocessed_train.csv
xdff,Picture Description,Yes,our_preprocessed_train.csv
xdjx,Picture Description,Yes,our_preprocessed_train.csv
xdkf,Picture Description,Yes,our_preprocessed_train.csv
xdqh,Picture Description,Yes,our_preprocessed_train.csv
xdvr,Picture Description,Yes,our_preprocessed_test.csv
xebg,Personal Narrative,Yes,our_preprocessed_train.csv
xeql,Picture Description,Yes,our_preprocessed_train.csv
xetk,Picture Description,Yes,our_preprocessed_test.csv
xexc,Picture Description,Yes,our_preprocessed_train.csv
xfag,Picture Description,Yes,our_preprocessed_train.csv
xfax,Sentence Reading,Yes,our_preprocessed_validation.csv
xfeh,Picture Description,Yes,our_preprocessed_test.csv
xfov,Picture Description,Yes,our_preprocessed_test.csv
xfsq,Picture Description,Yes,our_preprocessed_train.csv
xgem,Picture Description,Yes,our_preprocessed_train.csv
xgfr,Picture Description,Yes,our_preprocessed_validation.csv
xhwi,Picture Description,No,our_preprocessed_test.csv
xicq,Picture Description,Yes,our_preprocessed_test.csv
xixf,Picture Description,Yes,our_preprocessed_validation.csv
xjcx,Picture Description,Yes,our_preprocessed_train.csv
xjdj,Picture Description,Yes,our_preprocessed_train.csv
xjme,Picture Description,Yes,our_preprocessed_test.csv
xjqo,Sentence Reading,Yes,our_preprocessed_validation.csv
xkuq,Picture Description,Yes,our_preprocessed_train.csv
xlmp,Picture Description,Yes,our_preprocessed_test.csv
xmjb,Picture Description,Yes,our_preprocessed_train.csv
xmkn,Picture Description,Yes,our_preprocessed_train.csv
xmmh,Picture Description,Yes,our_preprocessed_validation.csv
xmsx,Sentence Reading,Yes,our_preprocessed_train.csv
xneh,Picture Description,Yes,our_preprocessed_test.csv
xnjt,Picture Description,Yes,our_preprocessed_train.csv
xoct,Picture Description,Yes,our_preprocessed_train.csv
xodi,Picture Description,Yes,our_preprocessed_validation.csv
xoip,Sentence Reading,Yes,our_preprocessed_train.csv
xopn,Picture Description,Yes,our_preprocessed_train.csv
xpms,Picture Description,Yes,our_preprocessed_train.csv
xpoj,Picture Description,Yes,our_preprocessed_validation.csv
xqrd,Picture Description,Yes,our_preprocessed_train.csv
xqvq,Picture Description,Yes,our_preprocessed_train.csv
xrem,Picture Description,Yes,our_preprocessed_train.csv
xrfk,Sentence Reading,Yes,our_preprocessed_train.csv
xrjf,Picture Description,No,our_preprocessed_train.csv
xrtn,Sentence Reading,Yes,our_preprocessed_train.csv
xsds,Picture Description,Yes,our_preprocessed_test.csv
xsdx,Picture Description,Yes,our_preprocessed_validation.csv
xsrd,Picture Description,Yes,our_preprocessed_train.csv
xsrh,Picture Description,Yes,our_preprocessed_validation.csv
xsxm,Sentence Reading,Yes,our_preprocessed_train.csv
xtck,Picture Description,Yes,our_preprocessed_train.csv
xtuq,Picture Description,Yes,our_preprocessed_train.csv
xujc,Sentence Reading,Yes,our_preprocessed_train.csv
xvhq,Picture Description,Yes,our_preprocessed_validation.csv
xvjn,Sentence Reading,Yes,our_preprocessed_train.csv
xwjz,Picture Description,Yes,our_preprocessed_train.csv
xwva,Picture Description,Yes,our_preprocessed_train.csv
xxbk,Picture Description,Yes,our_preprocessed_validation.csv
xxss,Picture Description,Yes,our_preprocessed_validation.csv
xygd,Picture Description,Yes,our_preprocessed_validation.csv
xykv,Picture Description,Yes,our_preprocessed_test.csv
xzkn,Picture Description,Yes,our_preprocessed_validation.csv
xzsm,Sentence Reading,Yes,our_preprocessed_train.csv
yamz,Picture Description,Yes,our_preprocessed_validation.csv
yayf,Picture Description,Yes,our_preprocessed_test.csv
yben,Sentence Reading,Yes,our_preprocessed_test.csv
ybin,Picture Description,Yes,our_preprocessed_validation.csv
ybju,Picture Description,Yes,our_preprocessed_train.csv
ybnk,Picture Description,Yes,our_preprocessed_train.csv
ybsv,Sentence Reading,Yes,our_preprocessed_test.csv
ybxe,Picture Description,Yes,our_preprocessed_validation.csv
ycdo,Personal Narrative,Yes,our_preprocessed_train.csv
ycrj,Picture Description,Yes,our_preprocessed_train.csv
ydew,Picture Description,Yes,our_preprocessed_test.csv
ydin,Voice Assistant,Yes,our_preprocessed_test.csv
ydtv,Picture Description,Yes,our_preprocessed_validation.csv
yeuw,Picture Description,Yes,our_preprocessed_test.csv
yevg,Sentence Reading,Yes,our_preprocessed_test.csv
yezk,Sentence Reading,Yes,our_preprocessed_validation.csv
yfnf,Sentence Reading,Yes,our_preprocessed_train.csv
yfsu,Picture Description,Yes,our_preprocessed_train.csv
ygeo,Personal Narrative,Yes,our_preprocessed_train.csv
yghy,Sentence Reading,Yes,our_preprocessed_test.csv
ygom,Picture Description,Yes,our_preprocessed_test.csv
ygye,Sentence Reading,Yes,our_preprocessed_train.csv
yiif,Picture Description,Yes,our_preprocessed_train.csv
yiqh,Voice Assistant,Yes,our_preprocessed_train.csv
ykgr,Picture Description,Yes,our_preprocessed_train.csv
ykqp,Picture Description,Yes,our_preprocessed_train.csv
yksq,Picture Description,Yes,our_preprocessed_train.csv
yktg,Story Recall,Yes,our_preprocessed_train.csv
ylsp,Voice Assistant,Yes,our_preprocessed_train.csv
ymcm,Picture Description,Yes,our_preprocessed_train.csv
ymvj,Picture Description,Yes,our_preprocessed_train.csv
ynbt,Picture Description,Yes,our_preprocessed_test.csv
ynlb,Picture Description,Yes,our_preprocessed_train.csv
ynsn,Picture Description,Yes,our_preprocessed_test.csv
ynug,Picture Description,Yes,our_preprocessed_train.csv
yont,Picture Description,Yes,our_preprocessed_train.csv
ypdc,Picture Description,Yes,our_preprocessed_test.csv
ypmg,Picture Description,Yes,our_preprocessed_test.csv
ypzy,Picture Description,Yes,our_preprocessed_train.csv
yqph,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
yrhi,Picture Description,Yes,our_preprocessed_test.csv
yrhm,Picture Description,Yes,our_preprocessed_test.csv
yrqf,Picture Description,No,our_preprocessed_train.csv
yrrz,Picture Description,Yes,our_preprocessed_validation.csv
yrwz,Picture Description,Yes,our_preprocessed_test.csv
ysir,Picture Description,Yes,our_preprocessed_train.csv
yskd,Sentence Reading,Yes,our_preprocessed_test.csv
ysor,Picture Description,Yes,our_preprocessed_test.csv
ystb,Picture Description,Yes,our_preprocessed_train.csv
ystq,Voice Assistant,Yes,our_preprocessed_train.csv
ytfb,Picture Description,Yes,our_preprocessed_train.csv
ytli,Picture Description,Yes,our_preprocessed_train.csv
yujy,Sentence Reading,Yes,our_preprocessed_train.csv
yusb,Picture Description,Yes,our_preprocessed_train.csv
yuvg,Picture Description,Yes,our_preprocessed_validation.csv
yuxg,Sentence Reading,Yes,our_preprocessed_test.csv
yuxy,Other,Yes,our_preprocessed_train.csv
yvig,Picture Description,Yes,our_preprocessed_train.csv
ywit,Picture Description,Yes,our_preprocessed_test.csv
ywse,Picture Description,Yes,our_preprocessed_test.csv
ywwh,Picture Description,Yes,our_preprocessed_train.csv
ywwq,Picture Description,Yes,our_preprocessed_train.csv
ywyg,Picture Description,Yes,our_preprocessed_train.csv
yxbb,Sentence Reading,Yes,our_preprocessed_train.csv
yxea,Picture Description,Yes,our_preprocessed_train.csv
yxpb,Picture Description,Yes,our_preprocessed_test.csv
yxsy,Picture Description,Yes,our_preprocessed_test.csv
yxxo,Picture Description,No,our_preprocessed_train.csv
yzfq,Picture Description,Yes,our_preprocessed_train.csv
yzjr,Picture Description,Yes,our_preprocessed_test.csv
yzse,Picture Description,Yes,our_preprocessed_train.csv
yzvo,Picture Description,Yes,our_preprocessed_train.csv
yzwd,Other,Yes,our_preprocessed_train.csv
yzyw,Picture Description,Yes,our_preprocessed_train.csv
yzzx,Sentence Reading,Yes,our_preprocessed_train.csv
zalb,Sentence Reading,Yes,our_preprocessed_train.csv
zaok,Picture Description,Yes,our_preprocessed_train.csv
zaxk,Picture Description,Yes,our_preprocessed_train.csv
zbcp,Picture Description,Yes,our_preprocessed_test.csv
zbdh,Picture Description,Yes,our_preprocessed_test.csv
zblf,Story Recall,Yes,our_preprocessed_train.csv
zceh,Picture Description,Yes,our_preprocessed_test.csv
zcey,Picture Description,Yes,our_preprocessed_test.csv
zcyg,Voice Assistant,Yes,our_preprocessed_train.csv
zdhx,Voice Assistant,Yes,our_preprocessed_validation.csv
zdkx,Sentence Reading,Yes,our_preprocessed_train.csv
zdpe,Picture Description,Yes,our_preprocessed_train.csv
zdva,Sentence Reading,Yes,our_preprocessed_train.csv
zdya,Picture Description,Yes,our_preprocessed_train.csv
zeag,Sentence Reading,Yes,our_preprocessed_train.csv
zefu,Picture Description,Yes,our_preprocessed_train.csv
zegr,Picture Description,Yes,our_preprocessed_train.csv
zenh,Picture Description,Yes,our_preprocessed_validation.csv
zezd,Picture Description,Yes,our_preprocessed_test.csv
zfqx,Picture Description,Yes,our_preprocessed_train.csv
